Text,Label
"আপনি যতোই ক্ষমাশীল হননা কেন, নিজের সামান্য কোনও ভুলকে আপনি কখনোই ক্ষমা করতে পারবেন না। ",2
" আপনি যতোই ভাবুন না কেন যে- অনের জন্য আপনি অনেক কিছু করছেন কিম্বা করে যাচ্ছেন, অধিকাংশ ক্ষেত্রেই সেই মানুষগুলো তা বুঝতে পারবে না। ভর্তি বরঞ্চ উচিত হবে তাদের থেকে কোন কিছুর আশা না করা। নইলে আপনাকে দুঃখ পেতে হবে।",2
"আমাদের অস্তিত্ব টিকিয়ে রাখার অভাবনীয় সাফল্যের পরও, অধিকাংশ মানুষ সামান্য বা কোন উদ্দেশ্য ছাড়াই বেঁচে থাকে।",2
"কোন কোন জায়গায় মানুষের চেয়ে পশুই  বড়, সেখানে মানুষ ভালো প্রাণী নয়। মানুষমাত্রই যুক্তিবাদী প্রাণী নয়। সাধারণত প্রত্যেক মানুষের কাছে 'তাল গাহটি আমার'।",2
"কাছে না থাকলে কতটা খারাপ লাগে তা বোঝানো যায় না, তার চেয়েও খারাপ লাগে, যখন কেউ থেকেও কাছে নেই। সেই কষ্ট ভোলার মত নয়।",2
"কারো  উপরে মেজাজ খারাপ হইলে, সেটার জন্য সাথে সাথে রিয়েক্ট করবেন না ভুলেও। মেজাজ যত বেশি খারাপ হবে, ডিসিশন তত বেশি ভুল হবে।বরং দাঁত কেলিয়ে হেসে দেন। হোক না কৃত্রিম হাসি, তাও হাসেন।",2
অজ্ঞসমাজে বাস করার চেয়ে বনবাস শ্রেয়।,2
অজ্ঞ মানুষ কোনো কাজে সফলতা অর্জন করতে পারে না।,2
অজ্ঞতা এমন এক জড়তা যার বলয় থেকে সকল অজ্ঞের মুক্তিকামনা চাই।,2
সবকিছু ভালোবাসা ঢেলে সম্পন্ন করার চেষ্টা করুন। এমনকি এক গ্লাস পানিও যত্নের সঙ্গে পান করুন।,1
"আরো বেশি উদার, সৎ এবং সহজ হোন। অন্যের কাছে নিজেকে মেলে ধরুন। তারা যেন আপনার সঙ্গ উপভোগ করেন",2
"সেই মানুষগুলোর মাঝে ভালো কিছু নেই যারা অন্যদের সদুপদেশ দেয় না, এবং সেই মানুষদের মাঝে ভালো কিছু নেই যারা উপদেশ গ্রহণ করতে পছন্দ করে না।",2
"তুমি নিজেকে যতটা ভাল পরামর্শ দিতে পার, অন্য কেউ ততটা পারে না।",2
"একটি সৎ উপদেশ দান, এক লাখ টাকা দানের চেয়েও শ্রেষ্ঠ",2
"একটি ভাল উপদেশ, একটি জীবনকে অনির্বার্য ধ্বংসের হাত থেকে বাঁচাতে পারে",2
"উপদেশ কদাচিত সমাদর  পেয়ে থাকে, যাদের উপদেশ খুব প্রয়োজন তারাও তা অপছন্দ করে থাকে",2
কয়লা ধুলেও ময়লা যাবে না ঠিকই কিন্তু কয়লা ক্ষয়ে ক্ষয়ে নিঃশেষ হওয়ার সুযোগ থাকে।আর আমাদের সবার সে সুযোগটা নেয়া উচিত।,2
আমরা আগাম সতর্কতা নিতে চাই না।,2
আমরা অন্ধ হয়েও কানাকে বিদ্রূপ করি।,2
আমরা বেঁচে থাকি শুধুমাত্র বিভিন্ন লক্ষ্য পূরণের জন্য।একটা লক্ষ্য পূরণ হয়ে গেলে আর একটা লক্ষ্য এসে সামনে হাজির হয়।,2
আপনি কখনই পারবেন না জন্য কারও ভালোবাসতে ছিনিয়ে নিতে কিংবা জোর করে অন্যের ভালো লাগার মানুষ হতে বরং আপনি যেটা পারবেন তা হল নিজেকে এমন ভাবে তৈরি করতে যাতে যে কেও আপনার ব্যাবহারে মুগ্ধ হয়ে আপনাকে পছন্দ করতে শুরু ‌করে,2
"পানি, পুষ্টি এবং স্বাস্থ্যকর খাবার উপভোগ করুন।",2
পরিবেশটাকে নানা ভাগে ভাগ করে নিন। যা কাজে লাগছে না তা থেকে মুক্ত হোন।,2
যে তার দেশকে ভালবাসে না সে নিজেকে ভালবাসে না।,2
"যাঁরা মহামানবত্ব অর্জন করতে পেরেছে, নিঃসন্দেহে তাঁরা উদার।",2
"মাটির মানুষ যে, সে খাঁটি মানব।",2
উদার প্রকৃতির লোক সুধার মতো নির্মল।,2
সবাই মানুষ হতে পারে কিন্তু সবাই উদার হতে পারে না।,2
"মনের আনন্দই প্রকৃত আনন্দ, যার মনে আনন্দ নেই সে মৃত।",2
দেশকে ভালবাসুন প্রকৃত নাগরিকের পরিচয় দিন।,2
স্বদেশ স্বর্গতুল্য-স্বদেশকে ভালবাসা সকল নাগরিকের কর্তব্য।,2
নিজদেশের স্নান হাওয়া যত মধুর লাগে পরদেশের সুবাতাস তত মধুর নয়।,2
"তুমি উৎকৃষ্ট মানুষ, অতি ধনবান এবং ক্ষমতাবান কিন্তু দুর্বলের অর্থ কী এবং গরিবের রূপ কেমন তোমার জানা নেই, তবে তুমি সবচেয়ে নিকৃষ্ট মানুষ।",2
" যে ঐশ্বর্যবান প্রাচুর্য ছাড়া কিছুই চিনে না, সে পৃথিবীর সবচেয়ে গরিব।",2
মানুষ অনুতাপ তখনই করে যখন সে সবকিছু হারিয়ে বসে।,2
অনুশোচনা সে-ই করে যার মধ্যে হিতাহিত জ্ঞান আছে।,2
অনুশোচনার উপর আর কোনো হস্তক্ষেপ নেই।,2
অন্যকে প্রাধান্য দিন আপনার গ্রহনযোগ্যতা বাড়বে।,2
অন্যায় কোনো কাজের পক্ষে তুমি যুক্তি দাড় করাবার চেষ্টা করছো -এর মানে হলো তুমি অন্যায়টা করেছ বা করতে চাও।,2
অন্যায়টা কেবলমাত্র অন্য কেউ করলেই অন্যায় মনে হয়।,2
অন্যের অর্জনে উচ্ছৃসিত হবার আগে নিজের অবস্থানটা ভেবে নিও।,2
"""জানি না"" বলতে শেখো। খুব কম মানুষই এটা বলার সাহস রাখে।",2
"""টাকা দিয়ে ভালোবাসা কেনা যায় না"" – কথাটির সত্যতা শুধু মাত্র বাংলা চলচ্চিত্রে।",2
"""প্রতিবন্ধী"" শব্দটি আমরা সাধারণত সহানুভূতির সাথে ব্যবহার করি না, করি করুণার সাথে।",2
"""ভদ্রলোকরাই"" সবচেয়ে বড় অভদ্র কাজগুলো করে থাকে।",2
"""মানুষ চিনতে ভুল করি না"" – এটা মানুষের বলা ভুল কথাগুলোর একটি।",2
"পানির হাহাকার আজীবন চলছে, কিন্তু পানির অপব্যবহার কোনদিন রোধ করা গেল না",2
"যে সব সময় নিজের স্বার্থ ভাবে, সে সরকারি চাকরি কেন, কোনো চাকরির যোগ্য নয়।",2
"যে সরকার সরকারি সম্পদ লুট করে, সে সরকারের অধীনে জাতীয়সম্পদ কেন, কোনো নাগরিক সুরক্ষিত নয়।",2
"কোনো বস্তুর সুরক্ষার্থে যেমন একজন ভাল রক্ষক প্রয়োজন, সমতুল্য জাতীয়সম্পদরক্ষার্থে একজন স্বার্থ নিরপেক্ষ সুদক্ষ রাষ্ট্রনায়ক প্রয়োজন।",2
স্বার্থপদের হাতে কোনো সম্পদের সুরক্ষা আশা করা যায় না।,2
বার্তবাহকের ওপরও খবরটা নির্ভর করে।কে খবরটা দিচ্ছে যাচাই করতে  ভুলো না।,2
"বাঙ্গালী এমন একটি জাতির নাম,যারা অন্যদের চেয়ে নিজেদেরকে গালিগালাজ বেশি করে।",2
বাহুল্য কাজ করতে করতেই আমাদের মূল কাজগুলোর সময় হচ্ছে না।,2
"বিক্রির পরপরই যোগাযোগ শেষ নয়,তখন যোগাযোগ সবে শুরু!",2
বিখ্যাত মানুষেরা পৃথিবীর সবচেয়ে বিড়ম্বিত মানুষ।,2
বিজ্ঞাপনে সাধারণত প্রতারণা শিক্ষা দেয়া এবং উৎসাহিত করা হয়।,2
বিদেশের মাটিতে পা না রাখা পর্যন্ত এই ভেবে আনন্দ পেয়ো না বিদেশ যাচ্ছ।,2
বিশ্রামের প্রয়োজন আছে তবে কাজের পর!,2
বিষয়টিকে জটিল করে তুলতে না চাইলে বিষয়টি নিয়ে ভাবা বাদ দাও।,2
বোকার বন্ধুত্বকে পরিত্যাগ করা অবশ্যই কর্তব্য।,2
ভীতু আর দুর্বল মানুষজন পরাজয়কে সহজে মেনে নিতে পারে না।,2
ভূতে বিশ্বাস না করেও ভূতে ভয় পাওয়া  যায়।,2
ভদ্রলোকেরাই সবচেয়ে বড় অভদ্র কাজগুলো করে থাকে।,2
মুখের কথায় কাজ না হলে তো জোর খাটাতেই হবে।,2
মানুষ নিয়ম-কানুন জানার আগেই নতুন খেলায় নামতে চায়।,2
মানুষের মূল্যায়ন ও মর্যাদা তার শিক্ষার ভিত্তিতে হয়।,2
মিথ্যার দাপট ক্ষণস্থায়ী কিন্তু সত্যের দাপট চিরস্থায়ী।,2
"লাইন ভাঙলে যদি কাজ হয়, তবে লাইনে দাঁড়াবার উৎসাহ কেউ দেখাবে না।",2
শিশু বয়স থেকেই শেখা উচিত যে মানুষের সব ইচ্ছে পূরণ হয় না।,2
শুধুমাত্র কিছু ধারণার উপর সিদ্ধান্ত নেয়াটা বোকামি!,2
শক্রকে সার্বক্ষণিক বিভ্রান্তির মধ্যে রাখা খুব কাজের।,2
স্রোতের বিপরীতে চলা ভালোমানুষী হলেও নিরাপদ নয়।,2
"যে সরকার জাতীয়সম্পদের অপচয় করে, সে সরকার গোটা জাতির ক্ষতি করে।",2
অত্যন্ত তুচ্ছ বিষয় নিয়েও মানুষ বড় আকারের পাগলামি করতে পারে।এবং করেও!,2
সমাজের ভয় না থাকলে অনেকেই জীবনের একটি বড় অংশ পাগলামি করে কাটাত।,2
যেসব বিষয়ে কৃতজ্ঞ তার একটি তালিকা প্রস্তুত করুন।,2
আপনি যদি একশ জন লোককে আহার দিতে  না পারেন তবে কেবল একজনকে হলেও আহার করান,2
"আপনি এখন যদি ভালোবাসার কাজ না পেয়ে থাকেন, তবে খোঁজ চালিয়ে যান পেয়ে ঠিক যাবেন।",2
দুর্দান্ত কাজ করার একমাত্র উপায় হল আপনি যা করেন তা ভালবাসা। ,2
"বৃষ্টি থেকে ফুল সৃষ্টি হয়, বজ্রপাতের  গর্জন থেকে কিন্তু নয়",2
যারা প্রত্যেক বস্তুরই দাম জানেন কিন্তু কোনও বস্তুরই জীবনে প্রকৃত মূল্য জানেন না তারাই শ্রেষ্ঠ সমালোচক।,2
আইন করে কোনো লাভ নেই যদি তার প্রয়োগ না থাকে।,2
সত্যিকার অর্থে একজন সুনাগরিক কখনো আইন লঙ্ঘন করে না।,2
আইন ভঙ্গকারী কখনো প্রকৃত নাগরিক হতে পারে না।,2
"নিজেকে দান করো মানবসেবায়,এটাই তোমার সবচেয়ে মূল্যবান দান।",2
আদর্শবান ব্যক্তি কখনো কারো ক্ষতি করতে পারে না।,2
আদর্শবান হয়ে কেউ জন্মগ্রহণ করে না চলার আদর্শই তাকে আদর্শিত কররে তোলে।,2
সারাদিন এক জায়গায় বসে থেকেও মন ক্লান্ত হয়ে যেতে পারে।,2
"ক্রিপ্টোতে কখনোই এমন পরিমাণে বিনিয়োগ কোরো না, যা হারালে তোমার আর্থিক সংকট তৈরি হবে।	",2
সকল কাজই মহৎ এবং সম্মানজনক।,2
তোমার কাছে টাকা কম থাকলেও বদলাও না।,2
"টাকা খরচ করো যা সত্যিই গুরুত্বপূর্ণ, যা তোমাকে গুরুত্বপূর্ণ মনে করায় না।",2
পরিমাণের চেয়ে মানের দিকে বেশি গুরুত্ব দাও।,2
মাস বা দুই মাস অন্তর অন্তর তোমার সব খরচের হিসাব রাখো এবং পরে পর্যালোচনা করো কোথায় টাকা খরচ হয়েছে।,2
"তোমার বিনিয়োগ সহজ রাখো। যদি কিছু খুব ভালো শোনায় যা বাস্তবে হওয়া কঠিন, তখন তা থেকে দূরে থাকো।",2
"টিপস বা গুঞ্জন ভিত্তিক তথ্য বিনিয়োগের জন্য নয়, সেগুলো ওয়েটারদের জন্য।",2
"বিশাল সম্পদ সেকেন্ড বা মিনিটে তৈরি হয় না, বছর জুড়ে তৈরি হয়।",2
সবসময় স্টক মার্কেটের মূল্যবান রত্নগুলো কিনো।,2
"যদি স্টক মার্কেটকে একটি খেলা মনে করো, তাহলে মনে রাখো তুমি কিছু জিতবে আর কিছু হারাবে। কিছু হাত হারানোই হল খেলাটি জিতার অংশ।",2
প্রতিটি লক্ষ্যেই একটি সময়সীমা থাকতে হবে। লক্ষ্য কখনোই অসীম বা অনির্দিষ্ট হওয়া উচিত নয়।,2
"একজন প্রত্যয়িত আর্থিক পরিকল্পনাকারীর সঙ্গে বসে তোমার বর্তমান আর্থিক অবস্থা, লক্ষ্যসমূহ, ঝুঁকি গ্রহণের ক্ষমতা এবং সময়সীমা পর্যালোচনা করো।",2
আবেগে ভেসে গেলে ভুল সিদ্ধান্তের সম্ভাবনা অনেক বেড়ে যায়।,2
"যখন বেশি ঝুঁকি থাকে, তখন যুক্তিবোধ হারিয়ে যায়, ক্ষতি হয় বেশি।",2
শুধু প্রচার দেখে কোনো কয়েন কিনবেন না। ,2
বিনিয়োগ করার আগে দেখুন প্রকল্পটির প্রযুক্তিগত উন্নতি ও দীর্ঘমেয়াদী মূল্য আছে কি না।,2
"কখনও সঞ্চয় করা যুক্তিসঙ্গত, কারণ টাকা কেবল একটি মাধ্যম। আবার কখনও খরচ করাও যুক্তিসঙ্গত, কারণ টাকাও একটি মাধ্যম মাত্র।",2
টাকা ব্যবস্থাপনার জ্ঞান অর্জনে সময় বিনিয়োগ করুন এবং ট্রেডিংয়ের সময় নিজেকে আবেগ নিয়ন্ত্রণে রাখার প্রশিক্ষণ দিন।,2
"যে বিনিয়োগে আপনার মূলধন আটকে যায়, তাতে বিনিয়োগ করবেন না।",2
"আপনি যে দেশের স্টকে বিনিয়োগ করছেন, সেই দেশের সামগ্রিক (ম্যাক্রো) ও খুঁটিনাটি (মাইক্রো) অর্থনৈতিক অবস্থা বোঝা গুরুত্বপূর্ণ, কারণ এগুলো স্টকের দামের ওপর সরাসরি প্রভাব ফেলে।",2
আপনার বিনিয়োগ সবসময় বিভিন্ন স্টকের পোর্টফোলিওতে ভাগ করে দিন।,2
"যদি কোনো ভুল করো, সেটা দ্রুত বুঝে নিয়ে ঠিক করে ফেলো, না হলে ওই স্টকে তোমার বিনিয়োগের অনেক টাকা হারানোর ঝুঁকি থাকে।",2
তোমার প্রতিদিনের সব খরচের হিসাব রাখো যাতে জানতে পারো তোমার টাকা কোথায় যাচ্ছে।,2
বিভিন্ন খাত অনুযায়ী তোমার খরচের হিসাব রাখো এবং নিজেই দেখো তুমি কতটা খরচ করছো প্রয়োজনীয় জিনিসে আর কতটা ইচ্ছামতো জিনিসে।,2
"ঋণ পরিশোধ, বাচ্চাদের টিউশন ফি ও কলেজের খরচ, এবং অবসর জীবনের জন্য তহবিল গড়ে তোলার মতো আর্থিক অগ্রাধিকারে সঞ্চয় ও বিনিয়োগ করো।",2
"জীবন অনিশ্চিত, তাই সংকট মোকাবেলায় পর্যাপ্ত তহবিল থাকা খুবই গুরুত্বপূর্ণ।",2
"জরুরি তহবিলকে তোমার বিনিয়োগ নয়, বরং একটি খরচ হিসেবে বিবেচনা করো।",2
তোমার ইচ্ছেগুলো বাস্তবে রূপ দিতে ছোট ও মাঝারি লক্ষ্য নির্ধারণ করো এবং প্রতি মাসে আলাদা সঞ্চয় অ্যাকাউন্টে অন্তত ৫-১০% টাকা জমাতে চেষ্টা করো।,2
"প্রতি মাসে সম্পূর্ণ টাকা পরিশোধ করার লক্ষ্য রাখো, কারণ ব্যাংক বাকি টাকা নিয়ে উচ্চ সুদ ধার্য করে।",2
বিল সময়ের আগেই পরিশোধ করলে তোমার পাওনার তারিখ ভুলে যাওয়ার ঝুঁকি কমে যায় এবং দেরিতে দেওয়ার জরিমানা বা পরিষেবা বন্ধের নোটিশ থেকে বাঁচা যায়।,2
সার্ভিস প্রদানকারীদের ফোন করে ছাড় চাইতে ভয় পাবেন না।,2
"যদি তুমি সাপ্তাহিক বাজেট মিটিং করতে না পারো, তাহলে প্রতি দুই মাসে একবার করার লক্ষ্য রাখো।",2
"অতিরিক্ত আয়, বিনিয়োগ এবং অন্যান্য উদ্যোগের মাধ্যমে আয়ের বৈচিত্র্য গড়ে তুলার চেষ্টা করো।",2
"যতক্ষণ তুমি বিনিয়োগ সম্পর্কে পুরোপুরি জ্ঞান অর্জন করো নি, ততক্ষণ তোমার টাকায় কোনো ধরনের কাজ করো না।",2
অন্যদের কাছ থেকে শেখা দিয়ে বিনিয়োগ কৌশল শিখতে এবং নিখুঁত করতে অসীম সময় ও শ্রম ব্যয় করো।,2
"যখন তুমি অনেক সময় ও প্রচেষ্টা দেবে, তখন তুমি বুঝতে পারবে কোন ধরনের বিনিয়োগ তোমার জন্য সবচেয়ে উপযুক্ত।",2
অধিকাংশ মানুষ তোমার কাছে আসবে না যদি না তুমি বিয়ন্সে মতো দেখতে হও অথবা তুমি প্রভাবশালী হও। বন্ধুত্ব করার জন্য তোমাকেই লোকদের কাছে গিয়ে “হাই” বলতে হবে।,2
"তোমার বন্ধু তোমার যোগাযোগ চাইবে বলে অপেক্ষা করো না, বরং তার যোগাযোগ নাও এবং তাকে ফোন করে জিজ্ঞেস করো তুমি কি তার সাথে সময় কাটাতে পারবে।",2
তোমার উপস্থাপনা দক্ষতা উন্নত করো,2
এমন সামাজিক মাধ্যম যোগ দাও যেখানে ছবি পোস্ট করে অন্যদের সঙ্গে যোগাযোগ করতে পারো।,2
কারো সঙ্গে কথা বলার সময় ভদ্র থাকো এবং কথা বলার আগে ভেবে নাও।,2
মিথ্যা ও প্রতারক লোকদের থেকে সাবধান যা তোমার ক্ষতি করতে পারে।,2
সদা চেষ্টা করো অন্য কেউ যা বললো তার প্রতি উত্তর দিয়ে আরেকটি প্রশ্ন করো।,2
নিজেকে একটি দলের নেতা হিসেবে গড়ে তোলো এবং কোনো সামাজিক পরিস্থিতি আগের চেয়ে ভালোভাবে সামলানোর চেষ্টা করো।,2
দেহভঙ্গি শিখো এবং সামাজিক পরিস্থিতিতে আরও আকর্ষণীয় দেখো ও অনুভব করো।,2
অন্যদের মতামত ও জীবনের প্রতি সত্যিকারের আগ্রহ দেখানোর চেষ্টা করো এবং তাদেরকে সেটা তোমাকে বলার সুযোগ দাও,2
"মনে রেখো, তোমাকে তোমার কথোপকথনের সঙ্গীর সঙ্গে নিজের সত্যিকারের ভাব ও মতামত শেয়ার করতে ইচ্ছুক হতে হবে।",2
"তোমার অযৌক্তিক চিন্তাগুলো চুপচাপ ছেড়ে দাও, তা আবেগপ্রবণভাবে প্রকাশ করার চেষ্টা করো না।",2
আবেগগুলো তোমাকে ওভারওয়েল্ম করার আগে সেগুলো বোঝার চেষ্টা করো।,2
কোনো সিদ্ধান্ত নেওয়ার আগে যতটা সম্ভব ধ্যান করো ও ভাবো।,2
প্রতিটি ছোট সমস্যায় সাহায্য চাওয়ার বদলে নিজে কিছুটা সামলানোর চেষ্টা করো।,2
"অন্যদের সাহায্য করো নীরবে, কোনো আকর্ষণ ছাড়াই, তারপর এগিয়ে যাও।",2
নিজের উন্নতিতে মনোযোগ দাও এবং স্বার্থপরতা এড়াও।,2
তোমার ভেঙে পড়ার সীমা অন্যদের সামনে প্রকাশ করো না।,2
"কেউ যদি ইচ্ছাকৃতভাবে তোমাকে আঘাত দেয়, তখন দূরে সরে যাও—তারা মানবতা থেকে বঞ্চিত।",2
প্রতিটি সামাজিক কমিটিতে আবশ্যক না হলে যোগ দেওয়া থেকে বিরত থাকো; সাহায্য করতে পারলে করো আর চলে যাও।,2
নিজের ব্যাপারে মনোযোগ দাও এবং তোমার শান্তি রক্ষা করো।,2
মানুষে বিশ্বাস ও আস্থা দেখাতে সবসময় ঘন ঘন যোগাযোগ বা বেশি জড়িত হওয়ার দরকার নেই।,2
"নির্দিষ্ট ব্যক্তিদের আগ্রহের বিষয়গুলো চিহ্নিত করে একটু গবেষণা করো, যাতে মেলামেশার সময় তোমরা কথাবার্তা চালিয়ে যেতে পারো এবং আগ্রহ বজায় রাখতে পারো।",2
"মানুষকে অতিরিক্ত মহিমান্বিত করো না। যখন তুমি মানুষকে শুধুই মানুষ হিসেবে দেখবে, বহিরাগত কিছু হিসেবে নয়, তখন কথোপকথন অনেক সহজ হয়ে যাবে।",2
যেকোনো আইনি মামলায় সর্বদা সবচেয়ে অর্থবহ ব্যক্তি বা পক্ষই জিততে পারে।,2
"আইনের শৃঙ্খলে যত উপরের দিকে যাবে, ততই তোমাকে বলবে তোমার মামলা জয়ের সম্ভাবনা বেশি।",2
তোমার জীবনের গুণমান নির্ভর করে তোমার চিন্তার গুণমানের ওপর।,2
জীবন হল ১০% যা তোমার সাথে ঘটে এবং ৯০% তোমার তার প্রতি প্রতিক্রিয়া কেমন।,2
"কোনো বইকে তার মূল্য দেখে বিচার করো না, বরং যা শেখায় এবং তোমার মাথায় কোন ধারণা বপন করে তা দেখে বিচার করো।",2
সবচেয়ে সহজ উত্তরগুলোই প্রায়শই সঠিক হয়।,2
"তথ্যই তোমার সবচেয়ে বড় সহায়ক, যা তোমাকে ভালো এবং খারাপ পরিস্থিতি পূর্বাভাস দিতে সাহায্য করে।",2
পরিবর্তনের প্রতি প্রতিরোধী হওয়ার ক্ষমতা গড়ে তোলো যাতে কঠিন সময়ে তুমি দৃঢ় থাকতে পারো।,2
"ত্যাগ না করলে জয় হয় না , সাফল্যের জন্য পরিশ্রম এবং মাঝে মাঝে স্বাচ্ছন্দ্য ত্যাগ করা জরুরি।",2
"তুমি যে পথে এগোছো তাতে আত্মবিশ্বাসী হও, কিন্তু এতোটাও আত্মবিশ্বাসী হবে না যে তা ভুল কিংবা ব্যর্থতার দিকে নিয়ে যায়।",2
পুলিশের সঙ্গে যোগাযোগ করার সময় সবসময় ভদ্র ও সহযোগী হও। সাধারণ ট্রাফিক স্টপ সংক্রান্ত প্রশ্ন ছাড়া অন্য কোনো প্রশ্নের উত্তর দিও না।,2
"পুলিশ যদি তোমার বাড়ি, গাড়ি বা সম্পত্তি তল্লাশি করতে চাই কখনোই সম্মত হও না যদি না তোমার আইনজীবী সঙ্গেই থাকে।",2
"যখন প্রমাণ তোমার পক্ষে থাকে, প্রমাণ নিয়ে যুক্তি দাও।",2
"যখন আইন তোমার পক্ষে থাকে, আইনের ওপর জোর দাও।",2
"যখন না আইন, না প্রমাণ তোমার পক্ষে থাকে, তখন ব্যক্তিগত আক্রমণ না করে আত্মসমালোচনা করো এবং পরিস্থিতি অনুযায়ী শ্রদ্ধার সাথে পিছু হটো।",2
"যুক্তির ভেতরেই শক্তি খোঁজো, অপমানের মধ্যে নয়।",2
সেবামূলক মনোভাব রাখো অন্যকে সাহায্য করাই হোক তোমার লক্ষ্য।,2
"নিজের সততা বজায় রাখো সত্য বলো, দায়িত্বশীল থাকো, নিজের নীতির প্রতি দৃঢ় থেকো।",2
"সবসময় একটু অতিরিক্ত করো চাকরি হোক, সম্পর্ক হোক বা স্বপ্নপূরণ, এই অতিরিক্তটাই তোমাকে বিশেষ করে তুলবে।",2
তোমার অন্তর্নিহিত প্রতিভা তোমার নির্ধারিত মহাজাগতিক দায়িত্ব পালনের জন্যই।,2
"পরিস্থিতির উপযোগী পোশাক পরো। যদি কাজে যাচ্ছো, তবে তোমার পেশার উপযোগী দেখাও।",2
আরামদায়কভাবে পোশাক পরাটা মানেই আর্ত-আশ্রয়ী বা অসতর্কভাবে পরা নয়।,2
"কখনো কখনো তুমি যা ধরে রাখতে চাও, সেটাই তোমাকে ছেড়ে দিতে হবে।",2
সবসময় তোমার মুখ পরিষ্কার এবং যত্নশীল রাখো।,2
"যখন চিন্তা আবদ্ধ, তখন সত্য লুকিয়ে থাকে,সব কিছুই হয়ে যায় ঘোলা ও অস্পষ্ট।",2
"একটি বস্তু ও সমস্ত বস্তুর মধ্যে পার্থক্য নেই সবই পরস্পরের সঙ্গে মিলেমিশে থাকে, কোনো ভেদ নেই।",2
শিক্ষা অভিজ্ঞতার চেয়ে সস্তা। অনেকেই ঝাঁপিয়ে পড়ে পরে বুঝতে পারে পুল খালি।,2
টেবিলে বসে আহার করলে আপনি মনোযোগ দিয়ে খান আর বেশি খাওয়া এড়াতে পারেন।,2
শিক্ষা ও বিচারচিন্তার বদলে ‘পূর্ণ অংশগ্রহণ’ বেছে নিন,2
"ভালোবাসা, সমবেদনা, আবেগ, শান্তি প্রতিষ্ঠা, ক্ষমাশীলতা ইত্যাদির চর্চা চালিয়ে যান।",2
চোখের নির্দিষ্ট চলাফেরা স্মৃতি থেকে আক্রান্ততা কমাতে সাহায্য করে।,2
"যে তোমাকে হাঁটুতে নামতে বাধ্য করে, সে তার থেকে কম যারা তোমাকে উঠে দাঁড়াতে সাহায্য করে।",2
সব দ্বৈততা জন্মায় অজ্ঞতার অনুমান থেকে।,2
আসুন আমরা হিংসা না করি সবাই সবার পাশে থাকি নতুন পুরাতন সবাই মিলেমিশে একসাথে এগিয়ে যাই,2
আসল কথা হচ্ছে ওনারা বউদের কথায় চলে না 😂,2
কিছু বস্তাপচা নিউজ থেকে এ-ই নিউজ টা নিঃসন্দেহে প্রশংসার দাবি রাখে....,2
এটা মানুষের পরিবার যেখানে ছয় ভাই মানুষ আর বিশেষ কিরে তাদের ছয় বউ আছে তারা হচ্ছে এযুগের সবচেয়ে ভালো মানুষ।।।,2
"দুর্দশা এবং বিচ্ছিন্নতা ভাগ্য আমাদের উপর চাপিয়ে দেয় না,",2
রত্নের যন্ত নেবার মতো কেয়ার টেকার এই দেশে খুব কম আছে তাইতো আমরা পিছিয়ে আমরা প্রচুর সমালোচনা করতে পছন্দ করি,2
আমি মনে করি বাংলাদেশের যতগুলো কোচ আছে তাদের কোন যোগ্যতাই না এরকম প্লেয়ারদের কে বাছাই করার মত।,2
"তুমি কী করছো, কার জন্য করছো, কীভাবে করছো এবং কেন এটি গুরুত্বপূর্ণ—এসব বোঝার জন্য একটি বিজনেস মডেল ক্যানভাস নিয়ে কাজ করো। এটি তোমার উদ্দেশ্য, লক্ষ্যমাত্রা, মূল কার্যক্রম এবং মূল্য সংযোজন স্পষ্টভাবে নির্ধারণ করতে সাহায্য করবে।",2
"শুধু ভিশন ও মিশনে সীমাবদ্ধ না থেকে, বিস্তারিত তহবিল সংগ্রহ, পরিচালন পদ্ধতি ও বাজেট পরিকল্পনা তৈরি কর যাতে এটি দীর্ঘমেয়াদে টিকে থাকতে পারে।",2
"তুমি কাকে সেবা দিচ্ছো, কীভাবে দিচ্ছো এবং কেন তা গুরুত্বপূর্ণ—এই বিষয়গুলো স্পষ্ট কর। একটি পরিষ্কার কৌশল তোমার সিদ্ধান্তগুলোকে সঠিক পথে নিয়ে যাবে এবং সমর্থন আদায়ে সাহায্য করবে।",2
অভিজ্ঞ অলাভজনক সংগঠনের ব্যক্তিদের নিয়ে একটি ছোট দল তৈরি করো যারা তোমাকে সঠিক পরামর্শ এবং সহায়তা দিতে পারবে।,2
একটি শক্ত ভিত্তি গড়ে তুলতে অভিজ্ঞ পরামর্শদাতাদের উপর নির্ভর করো।,2
"তোমার সংস্থার বাজেটের অন্তত ৮০% সেই কার্যক্রমে ব্যয় হওয়া উচিত যা সরাসরি তোমার উদ্দেশ্য পূরণে সহায়তা করে, অভ্যন্তরীণ খরচে নয়।",2
দাতাদের আস্থা অর্জনে প্রশাসনিক ব্যয় সীমিত রাখো।,2
"অন্যান্য চ্যারিটি বা সরকারি সেবাদানের পুনরাবৃত্তি যেন না হয়, সেদিকে লক্ষ্য রাখতে হবে।",2
বিশ্বাসযোগ্য ও নিবেদিত কর্মী নিয়োগ করুন এবং আধুনিক তহবিল সংগ্রহ কৌশল সম্পর্কে জ্ঞান রাখুন।,2
সচ্চরিত্র মানুষের অনেক খারাপ দিককে ঢেকে দেয়।,2
সীমাবদ্ধতার মধ্যে সুখী হবার চেষ্টা কর।,2
